from,to,distance
dataset/train/images_jpg/2775_0_1280.jpg,dataset/train/images_jpg/2775_1280_0.jpg,0.993602
dataset/train/images_jpg/2775_1280_0.jpg,dataset/train/images_jpg/2775_0_1280.jpg,0.993602
dataset/train/images_jpg/19448_7680_0.jpg,dataset/train/images_jpg/7393_3840_1280.jpg,0.992941
dataset/train/images_jpg/7393_3840_1280.jpg,dataset/train/images_jpg/19448_7680_0.jpg,0.992941
dataset/train/images_jpg/275_1280_0.jpg,dataset/train/images_jpg/9355_3840_1280.jpg,0.992785
dataset/train/images_jpg/9355_3840_1280.jpg,dataset/train/images_jpg/275_1280_0.jpg,0.992785
dataset/train/images_jpg/9355_3840_1280.jpg,dataset/train/images_jpg/9355_0_1280.jpg,0.991523
dataset/train/images_jpg/9355_0_1280.jpg,dataset/train/images_jpg/9355_3840_1280.jpg,0.991523
dataset/train/images_jpg/275_1280_0.jpg,dataset/train/images_jpg/9355_3840_2560.jpg,0.991146
dataset/train/images_jpg/9355_3840_2560.jpg,dataset/train/images_jpg/275_1280_0.jpg,0.991146
dataset/train/images_jpg/2775_1280_0.jpg,dataset/train/images_jpg/9355_3840_1280.jpg,0.990946
dataset/train/images_jpg/3210_6400_1280.jpg,dataset/train/images_jpg/2775_0_1280.jpg,0.990764
dataset/train/images_jpg/2775_0_1280.jpg,dataset/train/images_jpg/3210_6400_1280.jpg,0.990764
dataset/train/images_jpg/7393_3840_0.jpg,dataset/train/images_jpg/9355_3840_2560.jpg,0.990344
dataset/train/images_jpg/9355_3840_2560.jpg,dataset/train/images_jpg/7393_3840_0.jpg,0.990344
dataset/train/images_jpg/3210_6400_1280.jpg,dataset/train/images_jpg/2775_1280_0.jpg,0.990189
dataset/train/images_jpg/7393_3840_0.jpg,dataset/train/images_jpg/275_1280_0.jpg,0.990109
dataset/train/images_jpg/9355_0_1280.jpg,dataset/train/images_jpg/2775_2560_0.jpg,0.989589
dataset/train/images_jpg/2775_2560_0.jpg,dataset/train/images_jpg/9355_0_1280.jpg,0.989589
dataset/train/images_jpg/9249_1280_6400.jpg,dataset/train/images_jpg/9249_0_1280.jpg,0.989489
dataset/train/images_jpg/9249_0_1280.jpg,dataset/train/images_jpg/9249_1280_6400.jpg,0.989489
dataset/train/images_jpg/7393_3840_1280.jpg,dataset/train/images_jpg/7393_3840_0.jpg,0.989274
dataset/train/images_jpg/2775_2560_0.jpg,dataset/train/images_jpg/2775_1280_0.jpg,0.988558
dataset/train/images_jpg/9355_1280_0.jpg,dataset/train/images_jpg/9355_0_1280.jpg,0.987806
dataset/train/images_jpg/19448_7680_0.jpg,dataset/train/images_jpg/275_1280_0.jpg,0.986435
dataset/train/images_jpg/9355_1280_0.jpg,dataset/train/images_jpg/2775_2560_0.jpg,0.986349
dataset/train/images_jpg/6286_0_1280.jpg,dataset/train/images_jpg/3210_6400_1280.jpg,0.986297
dataset/train/images_jpg/3248_7680_1280.jpg,dataset/train/images_jpg/5307_7680_3840.jpg,0.986226
dataset/train/images_jpg/5307_7680_3840.jpg,dataset/train/images_jpg/3248_7680_1280.jpg,0.986226
dataset/train/images_jpg/3248_7680_1280.jpg,dataset/train/images_jpg/6286_0_6400.jpg,0.985674
dataset/train/images_jpg/6286_0_6400.jpg,dataset/train/images_jpg/3248_7680_1280.jpg,0.985674
dataset/train/images_jpg/10855_12800_7680.jpg,dataset/train/images_jpg/10855_12800_6400.jpg,0.984015
dataset/train/images_jpg/10855_12800_6400.jpg,dataset/train/images_jpg/10855_12800_7680.jpg,0.984015
dataset/train/images_jpg/3565_5120_2560.jpg,dataset/train/images_jpg/275_0_1280.jpg,0.980943
dataset/train/images_jpg/275_0_1280.jpg,dataset/train/images_jpg/3565_5120_2560.jpg,0.980943
dataset/train/images_jpg/9249_0_6400.jpg,dataset/train/images_jpg/9249_0_3840.jpg,0.980507
dataset/train/images_jpg/9249_0_3840.jpg,dataset/train/images_jpg/9249_0_6400.jpg,0.980507
dataset/train/images_jpg/8783_5120_1280.jpg,dataset/train/images_jpg/2775_2560_0.jpg,0.979360
dataset/train/images_jpg/8783_5120_1280.jpg,dataset/train/images_jpg/9355_1280_0.jpg,0.979028
dataset/train/images_jpg/6286_0_1280.jpg,dataset/train/images_jpg/15869_6400_1280.jpg,0.978855
dataset/train/images_jpg/15869_6400_1280.jpg,dataset/train/images_jpg/6286_0_1280.jpg,0.978855
dataset/train/images_jpg/15869_6400_1280.jpg,dataset/train/images_jpg/3210_6400_1280.jpg,0.978838
dataset/train/images_jpg/6286_0_6400.jpg,dataset/train/images_jpg/5307_7680_3840.jpg,0.978330
dataset/train/images_jpg/5307_7680_3840.jpg,dataset/train/images_jpg/6286_0_6400.jpg,0.978330
dataset/train/images_jpg/9249_0_1280.jpg,dataset/train/images_jpg/4648_0_3840.jpg,0.977630
dataset/train/images_jpg/4648_0_3840.jpg,dataset/train/images_jpg/9249_0_1280.jpg,0.977630
dataset/train/images_jpg/9663_5120_2560.jpg,dataset/train/images_jpg/2775_1280_0.jpg,0.977363
dataset/train/images_jpg/5809_0_6400.jpg,dataset/train/images_jpg/9355_1280_0.jpg,0.976408
dataset/train/images_jpg/9249_0_3840.jpg,dataset/train/images_jpg/9249_0_1280.jpg,0.975774
dataset/train/images_jpg/9249_1280_6400.jpg,dataset/train/images_jpg/9249_0_3840.jpg,0.975277
dataset/train/images_jpg/9249_1280_5120.jpg,dataset/train/images_jpg/9249_0_3840.jpg,0.975121
dataset/train/images_jpg/9663_5120_2560.jpg,dataset/train/images_jpg/2775_2560_0.jpg,0.974161
dataset/train/images_jpg/9249_0_6400.jpg,dataset/train/images_jpg/9249_1280_6400.jpg,0.973655
dataset/train/images_jpg/3153_1280_6400.jpg,dataset/train/images_jpg/12575_5120_1280.jpg,0.972849
dataset/train/images_jpg/12575_5120_1280.jpg,dataset/train/images_jpg/3153_1280_6400.jpg,0.972849
dataset/train/images_jpg/9249_1280_5120.jpg,dataset/train/images_jpg/9249_0_6400.jpg,0.971431
dataset/train/images_jpg/9249_0_5120.jpg,dataset/train/images_jpg/9249_0_6400.jpg,0.971343
dataset/train/images_jpg/5809_0_6400.jpg,dataset/train/images_jpg/8783_5120_1280.jpg,0.970202
dataset/train/images_jpg/10386_1280_1280.jpg,dataset/train/images_jpg/2775_2560_0.jpg,0.969749
dataset/train/images_jpg/15847_2560_3840.jpg,dataset/train/images_jpg/16634_1280_1280.jpg,0.969614
dataset/train/images_jpg/16634_1280_1280.jpg,dataset/train/images_jpg/15847_2560_3840.jpg,0.969614
dataset/train/images_jpg/10386_1280_1280.jpg,dataset/train/images_jpg/13591_7680_0.jpg,0.969023
dataset/train/images_jpg/13591_7680_0.jpg,dataset/train/images_jpg/10386_1280_1280.jpg,0.969023
dataset/train/images_jpg/9249_0_5120.jpg,dataset/train/images_jpg/9249_0_3840.jpg,0.968475
dataset/train/images_jpg/4648_0_3840.jpg,dataset/train/images_jpg/9249_1280_6400.jpg,0.967225
dataset/train/images_jpg/13591_7680_0.jpg,dataset/train/images_jpg/9355_0_1280.jpg,0.966114
dataset/train/images_jpg/13085_0_5120.jpg,dataset/train/images_jpg/13085_1280_5120.jpg,0.963743
dataset/train/images_jpg/13085_1280_5120.jpg,dataset/train/images_jpg/13085_0_5120.jpg,0.963743
dataset/train/images_jpg/2354_0_2560.jpg,dataset/train/images_jpg/5809_0_6400.jpg,0.963219
dataset/train/images_jpg/18442_11520_0.jpg,dataset/train/images_jpg/1675_1280_11520.jpg,0.962701
dataset/train/images_jpg/1675_1280_11520.jpg,dataset/train/images_jpg/18442_11520_0.jpg,0.962701
dataset/train/images_jpg/18254_5120_6400.jpg,dataset/train/images_jpg/14463_7680_0.jpg,0.962310
dataset/train/images_jpg/14463_7680_0.jpg,dataset/train/images_jpg/18254_5120_6400.jpg,0.962310
dataset/train/images_jpg/2354_0_2560.jpg,dataset/train/images_jpg/8783_5120_1280.jpg,0.962143
dataset/train/images_jpg/12761_0_2560.jpg,dataset/train/images_jpg/15524_6400_3840.jpg,0.962088
dataset/train/images_jpg/15524_6400_3840.jpg,dataset/train/images_jpg/12761_0_2560.jpg,0.962088
dataset/train/images_jpg/6286_2560_7680.jpg,dataset/train/images_jpg/8783_5120_1280.jpg,0.961850
dataset/train/images_jpg/8783_2560_0.jpg,dataset/train/images_jpg/2405_0_3840.jpg,0.961112
dataset/train/images_jpg/2405_0_3840.jpg,dataset/train/images_jpg/8783_2560_0.jpg,0.961112
dataset/train/images_jpg/6286_2560_7680.jpg,dataset/train/images_jpg/10386_1280_1280.jpg,0.960783
dataset/train/images_jpg/9032_7680_11520.jpg,dataset/train/images_jpg/10386_1280_1280.jpg,0.959614
dataset/train/images_jpg/10700_10240_1280.jpg,dataset/train/images_jpg/7393_5120_0.jpg,0.958715
dataset/train/images_jpg/7393_5120_0.jpg,dataset/train/images_jpg/10700_10240_1280.jpg,0.958715
dataset/train/images_jpg/9032_7680_11520.jpg,dataset/train/images_jpg/6286_2560_7680.jpg,0.958479
dataset/train/images_jpg/7393_1280_0.jpg,dataset/train/images_jpg/6286_2560_7680.jpg,0.958104
dataset/train/images_jpg/12872_3840_5120.jpg,dataset/train/images_jpg/12872_3840_6400.jpg,0.956576
dataset/train/images_jpg/12872_3840_6400.jpg,dataset/train/images_jpg/12872_3840_5120.jpg,0.956576
dataset/train/images_jpg/17055_0_1280.jpg,dataset/train/images_jpg/17055_0_2560.jpg,0.956013
dataset/train/images_jpg/17055_0_2560.jpg,dataset/train/images_jpg/17055_0_1280.jpg,0.956013
dataset/train/images_jpg/16405_6400_1280.jpg,dataset/train/images_jpg/10806_5120_1280.jpg,0.955129
dataset/train/images_jpg/10806_5120_1280.jpg,dataset/train/images_jpg/16405_6400_1280.jpg,0.955129
dataset/train/images_jpg/1140_8960_2560.jpg,dataset/train/images_jpg/18254_5120_6400.jpg,0.955075
dataset/train/images_jpg/18254_5120_6400.jpg,dataset/train/images_jpg/1140_8960_2560.jpg,0.955075
dataset/train/images_jpg/10386_0_5120.jpg,dataset/train/images_jpg/2405_0_3840.jpg,0.954399
dataset/train/images_jpg/2405_0_3840.jpg,dataset/train/images_jpg/10386_0_5120.jpg,0.954399
dataset/train/images_jpg/6286_1280_0.jpg,dataset/train/images_jpg/2775_2560_0.jpg,0.953546
dataset/train/images_jpg/6286_1280_0.jpg,dataset/train/images_jpg/3210_6400_1280.jpg,0.953007
dataset/train/images_jpg/15847_3840_3840.jpg,dataset/train/images_jpg/15847_2560_3840.jpg,0.952814
dataset/train/images_jpg/15847_2560_3840.jpg,dataset/train/images_jpg/15847_3840_3840.jpg,0.952814
dataset/train/images_jpg/7414_3840_6400.jpg,dataset/train/images_jpg/2354_0_2560.jpg,0.951610
dataset/train/images_jpg/8783_2560_0.jpg,dataset/train/images_jpg/15869_6400_1280.jpg,0.951134
dataset/train/images_jpg/5809_8960_2560.jpg,dataset/train/images_jpg/3248_8960_2560.jpg,0.951102
dataset/train/images_jpg/3248_8960_2560.jpg,dataset/train/images_jpg/5809_8960_2560.jpg,0.951102
dataset/train/images_jpg/4562_0_1280.jpg,dataset/train/images_jpg/9355_2560_1280.jpg,0.950866
dataset/train/images_jpg/9355_2560_1280.jpg,dataset/train/images_jpg/4562_0_1280.jpg,0.950866
dataset/train/images_jpg/8630_10240_0.jpg,dataset/train/images_jpg/2775_2560_0.jpg,0.950705
dataset/train/images_jpg/2587_1280_2560.jpg,dataset/train/images_jpg/15869_6400_1280.jpg,0.950297
dataset/train/images_jpg/8783_5120_0.jpg,dataset/train/images_jpg/8783_3840_0.jpg,0.949936
dataset/train/images_jpg/8783_3840_0.jpg,dataset/train/images_jpg/8783_5120_0.jpg,0.949936
dataset/train/images_jpg/7393_1280_0.jpg,dataset/train/images_jpg/2354_0_2560.jpg,0.949607
dataset/train/images_jpg/16634_3840_0.jpg,dataset/train/images_jpg/1155_1280_2560.jpg,0.949554
dataset/train/images_jpg/1155_1280_2560.jpg,dataset/train/images_jpg/16634_3840_0.jpg,0.949554
dataset/train/images_jpg/14463_6400_2560.jpg,dataset/train/images_jpg/7393_1280_0.jpg,0.948852
dataset/train/images_jpg/10806_5120_0.jpg,dataset/train/images_jpg/12761_0_2560.jpg,0.948434
dataset/train/images_jpg/12761_0_2560.jpg,dataset/train/images_jpg/10806_5120_0.jpg,0.948434
dataset/train/images_jpg/16634_0_3840.jpg,dataset/train/images_jpg/72_0_0.jpg,0.948215
dataset/train/images_jpg/72_0_0.jpg,dataset/train/images_jpg/16634_0_3840.jpg,0.948215
dataset/train/images_jpg/10386_0_5120.jpg,dataset/train/images_jpg/2354_1280_0.jpg,0.948079
dataset/train/images_jpg/2354_1280_0.jpg,dataset/train/images_jpg/10386_0_5120.jpg,0.948079
dataset/train/images_jpg/8630_10240_0.jpg,dataset/train/images_jpg/9355_0_1280.jpg,0.947966
dataset/train/images_jpg/19403_1280_0.jpg,dataset/train/images_jpg/8783_5120_1280.jpg,0.947659
dataset/train/images_jpg/9355_2560_1280.jpg,dataset/train/images_jpg/15087_3840_3840.jpg,0.947118
dataset/train/images_jpg/15087_3840_3840.jpg,dataset/train/images_jpg/9355_2560_1280.jpg,0.947118
dataset/train/images_jpg/16634_3840_0.jpg,dataset/train/images_jpg/15737_0_3840.jpg,0.946606
dataset/train/images_jpg/15737_0_3840.jpg,dataset/train/images_jpg/16634_3840_0.jpg,0.946606
dataset/train/images_jpg/15737_0_3840.jpg,dataset/train/images_jpg/2045_0_3840.jpg,0.946464
dataset/train/images_jpg/2045_0_3840.jpg,dataset/train/images_jpg/15737_0_3840.jpg,0.946464
dataset/train/images_jpg/2354_1280_0.jpg,dataset/train/images_jpg/8783_2560_0.jpg,0.946087
dataset/train/images_jpg/9032_0_5120.jpg,dataset/train/images_jpg/2693_0_2560.jpg,0.945770
dataset/train/images_jpg/2693_0_2560.jpg,dataset/train/images_jpg/9032_0_5120.jpg,0.945770
dataset/train/images_jpg/9663_1280_0.jpg,dataset/train/images_jpg/15524_5120_1280.jpg,0.945655
dataset/train/images_jpg/15524_5120_1280.jpg,dataset/train/images_jpg/9663_1280_0.jpg,0.945655
dataset/train/images_jpg/205_5120_5120.jpg,dataset/train/images_jpg/1186_8960_0.jpg,0.945477
dataset/train/images_jpg/1186_8960_0.jpg,dataset/train/images_jpg/205_5120_5120.jpg,0.945477
dataset/train/images_jpg/2587_1280_2560.jpg,dataset/train/images_jpg/10386_1280_1280.jpg,0.945444
dataset/train/images_jpg/275_0_1280.jpg,dataset/train/images_jpg/5809_0_6400.jpg,0.945284
dataset/train/images_jpg/15847_3840_3840.jpg,dataset/train/images_jpg/16634_1280_1280.jpg,0.944779
dataset/train/images_jpg/16634_1280_1280.jpg,dataset/train/images_jpg/15847_3840_3840.jpg,0.944779
dataset/train/images_jpg/5809_3840_5120.jpg,dataset/train/images_jpg/14839_10240_7680.jpg,0.944565
dataset/train/images_jpg/14839_10240_7680.jpg,dataset/train/images_jpg/5809_3840_5120.jpg,0.944565
dataset/train/images_jpg/5247_5120_1280.jpg,dataset/train/images_jpg/15031_5120_1280.jpg,0.944480
dataset/train/images_jpg/15031_5120_1280.jpg,dataset/train/images_jpg/5247_5120_1280.jpg,0.944480
dataset/train/images_jpg/1186_6400_0.jpg,dataset/train/images_jpg/9032_7680_11520.jpg,0.944463
dataset/train/images_jpg/1155_0_2560.jpg,dataset/train/images_jpg/15847_2560_3840.jpg,0.944414
dataset/train/images_jpg/15524_6400_2560.jpg,dataset/train/images_jpg/10781_8960_3840.jpg,0.944356
dataset/train/images_jpg/10781_8960_3840.jpg,dataset/train/images_jpg/15524_6400_2560.jpg,0.944356
dataset/train/images_jpg/1186_6400_0.jpg,dataset/train/images_jpg/15869_8960_2560.jpg,0.943927
dataset/train/images_jpg/15869_8960_2560.jpg,dataset/train/images_jpg/1186_6400_0.jpg,0.943927
dataset/train/images_jpg/2587_0_2560.jpg,dataset/train/images_jpg/15524_6400_3840.jpg,0.943828
dataset/train/images_jpg/15524_6400_3840.jpg,dataset/train/images_jpg/2587_0_2560.jpg,0.943828
dataset/train/images_jpg/2354_0_1280.jpg,dataset/train/images_jpg/2587_1280_2560.jpg,0.943709
dataset/train/images_jpg/4989_0_0.jpg,dataset/train/images_jpg/19486_6400_0.jpg,0.943553
dataset/train/images_jpg/19486_6400_0.jpg,dataset/train/images_jpg/4989_0_0.jpg,0.943553
dataset/train/images_jpg/1675_1280_11520.jpg,dataset/train/images_jpg/15869_6400_1280.jpg,0.943017
dataset/train/images_jpg/4412_3840_3840.jpg,dataset/train/images_jpg/9032_0_5120.jpg,0.942915
dataset/train/images_jpg/9032_0_5120.jpg,dataset/train/images_jpg/4412_3840_3840.jpg,0.942915
dataset/train/images_jpg/408_5120_0.jpg,dataset/train/images_jpg/10806_6400_1280.jpg,0.942601
dataset/train/images_jpg/10806_6400_1280.jpg,dataset/train/images_jpg/408_5120_0.jpg,0.942601
dataset/train/images_jpg/5809_8960_2560.jpg,dataset/train/images_jpg/7393_5120_0.jpg,0.942355
dataset/train/images_jpg/7393_5120_0.jpg,dataset/train/images_jpg/5809_8960_2560.jpg,0.942355
dataset/train/images_jpg/4648_2560_2560.jpg,dataset/train/images_jpg/1212_3840_3840.jpg,0.941782
dataset/train/images_jpg/1212_3840_3840.jpg,dataset/train/images_jpg/4648_2560_2560.jpg,0.941782
dataset/train/images_jpg/6389_8960_2560.jpg,dataset/train/images_jpg/6389_8960_1280.jpg,0.941756
dataset/train/images_jpg/6389_8960_1280.jpg,dataset/train/images_jpg/6389_8960_2560.jpg,0.941756
dataset/train/images_jpg/1155_0_2560.jpg,dataset/train/images_jpg/16634_1280_1280.jpg,0.941290
